네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","건강/취미"
"2021-07-09",23
"2021-07-10",18
"2021-07-11",25
"2021-07-12",31
"2021-07-13",33
"2021-07-14",29
"2021-07-15",27
"2021-07-16",29
"2021-07-17",27
"2021-07-18",23
"2021-07-19",27
"2021-07-20",28
"2021-07-21",29
"2021-07-22",29
"2021-07-23",28
"2021-07-24",26
"2021-07-25",25
"2021-07-26",30
"2021-07-27",29
"2021-07-28",27
"2021-07-29",27
"2021-07-30",24
"2021-07-31",20
"2021-08-01",23
"2021-08-02",26
"2021-08-03",29
"2021-08-04",26
"2021-08-05",26
"2021-08-06",25
"2021-08-07",21
"2021-08-08",22
"2021-08-09",25
"2021-08-10",27
"2021-08-11",24
"2021-08-12",23
"2021-08-13",19
"2021-08-14",23
"2021-08-15",18
"2021-08-16",26
"2021-08-17",23
"2021-08-18",24
"2021-08-19",27
"2021-08-20",25
"2021-08-21",22
"2021-08-22",28
"2021-08-23",37
"2021-08-24",31
"2021-08-25",28
"2021-08-26",27
"2021-08-27",26
"2021-08-28",27
"2021-08-29",25
"2021-08-30",26
"2021-08-31",29
"2021-09-01",37
"2021-09-02",36
"2021-09-03",33
"2021-09-04",34
"2021-09-05",25
"2021-09-06",29
"2021-09-07",30
"2021-09-08",29
"2021-09-09",31
"2021-09-10",28
"2021-09-11",25
"2021-09-12",28
"2021-09-13",25
"2021-09-14",34
"2021-09-15",31
"2021-09-16",32
"2021-09-17",23
"2021-09-18",22
"2021-09-19",23
"2021-09-20",20
"2021-09-21",18
"2021-09-22",23
"2021-09-23",27
"2021-09-24",29
"2021-09-25",30
"2021-09-26",27
"2021-09-27",28
"2021-09-28",33
"2021-09-29",40
"2021-09-30",30
"2021-10-01",27
"2021-10-02",28
"2021-10-03",27
"2021-10-04",33
"2021-10-05",38
"2021-10-06",43
"2021-10-07",33
"2021-10-08",35
"2021-10-09",28
"2021-10-10",33
"2021-10-11",36
"2021-10-12",40
"2021-10-13",45
"2021-10-14",37
"2021-10-15",36
"2021-10-16",28
"2021-10-17",30
"2021-10-18",35
"2021-10-19",36
"2021-10-20",32
"2021-10-21",32
"2021-10-22",32
"2021-10-23",27
"2021-10-24",30
"2021-10-25",32
"2021-10-26",33
"2021-10-27",34
"2021-10-28",36
"2021-10-29",30
"2021-10-30",28
"2021-10-31",35
"2021-11-01",40
"2021-11-02",34
"2021-11-03",47
"2021-11-04",36
"2021-11-05",32
"2021-11-06",33
"2021-11-07",34
"2021-11-08",39
"2021-11-09",43
"2021-11-10",44
"2021-11-11",38
"2021-11-12",36
"2021-11-13",34
"2021-11-14",35
"2021-11-15",40
"2021-11-16",40
"2021-11-17",41
"2021-11-18",33
"2021-11-19",41
"2021-11-20",37
"2021-11-21",47
"2021-11-22",51
"2021-11-23",45
"2021-11-24",49
"2021-11-25",48
"2021-11-26",41
"2021-11-27",46
"2021-11-28",48
"2021-11-29",55
"2021-11-30",51
"2021-12-01",53
"2021-12-02",65
"2021-12-03",53
"2021-12-04",51
"2021-12-05",51
"2021-12-06",59
"2021-12-07",53
"2021-12-08",61
"2021-12-09",66
"2021-12-10",56
"2021-12-11",62
"2021-12-12",56
"2021-12-13",68
"2021-12-14",84
"2021-12-15",72
"2021-12-16",66
"2021-12-17",66
"2021-12-18",60
"2021-12-19",65
"2021-12-20",71
"2021-12-21",64
"2021-12-22",59
"2021-12-23",75
"2021-12-24",61
"2021-12-25",58
"2021-12-26",62
"2021-12-27",79
"2021-12-28",70
"2021-12-29",80
"2021-12-30",78
"2021-12-31",56
"2022-01-01",62
"2022-01-02",74
"2022-01-03",87
"2022-01-04",86
"2022-01-05",79
"2022-01-06",72
"2022-01-07",70
"2022-01-08",63
"2022-01-09",67
"2022-01-10",77
"2022-01-11",73
"2022-01-12",80
"2022-01-13",100
"2022-01-14",89
"2022-01-15",73
"2022-01-16",81
"2022-01-17",77
"2022-01-18",79
"2022-01-19",82
"2022-01-20",67
"2022-01-21",66
"2022-01-22",63
"2022-01-23",68
"2022-01-24",67
"2022-01-25",58
"2022-01-26",66
"2022-01-27",57
"2022-01-28",50
"2022-01-29",42
"2022-01-30",46
"2022-01-31",43
"2022-02-01",48
"2022-02-02",66
"2022-02-03",61
"2022-02-04",65
"2022-02-05",60
"2022-02-06",56
"2022-02-07",61
"2022-02-08",58
"2022-02-09",51
"2022-02-10",56
"2022-02-11",50
"2022-02-12",54
"2022-02-13",51
"2022-02-14",50
"2022-02-15",65
"2022-02-16",55
"2022-02-17",56
"2022-02-18",52
"2022-02-19",60
"2022-02-20",60
"2022-02-21",63
"2022-02-22",49
"2022-02-23",58
"2022-02-24",62
"2022-02-25",51
"2022-02-26",53
"2022-02-27",46
"2022-02-28",45
"2022-03-01",51
"2022-03-02",48
"2022-03-03",52
"2022-03-04",54
"2022-03-05",45
"2022-03-06",52
"2022-03-07",46
"2022-03-08",52
"2022-03-09",50
"2022-03-10",59
"2022-03-11",56
"2022-03-12",51
"2022-03-13",55
"2022-03-14",57
"2022-03-15",54
"2022-03-16",64
"2022-03-17",60
"2022-03-18",57
"2022-03-19",51
"2022-03-20",55
"2022-03-21",61
"2022-03-22",51
"2022-03-23",52
"2022-03-24",55
"2022-03-25",54
"2022-03-26",54
"2022-03-27",47
"2022-03-28",55
"2022-03-29",54
"2022-03-30",69
"2022-03-31",69
"2022-04-01",54
